it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	
235000	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.2242405728379421	0.84951441476161704	0.84951441476161704	0.07254966332775932	0.07254966332775932	0.07254966332775932	0.07254966332775932	0.07254966332775932	0.07254966332775932	0.07254966332775932	0.07254966332775932	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	0.075172881057846683	-0.62527384192367497	-0.62527384192367497	0.15169090951018277	0.15169090951018277	0.15169090951018277	0.15169090951018277	0.15169090951018277	0.15169090951018277	0.15169090951018277	0.15169090951018277	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543	0.14906769178009543
236000	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.21625607397761762	0.60185423406611027	0.60185423406611027	0.12895049104709316	0.12895049104709316	0.12895049104709316	0.12895049104709316	0.12895049104709316	0.12895049104709316	0.12895049104709316	0.12895049104709316	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	0.059352047350955256	-0.38559816008849268	-0.38559816008849268	0.087305582930524456	0.087305582930524456	0.087305582930524456	0.087305582930524456	0.087305582930524456	0.087305582930524456	0.087305582930524456	0.087305582930524456	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236	0.15690402662666236
237000	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	0.2128650766256148	1.0729207611916023	1.0729207611916023	0.11841867335240815	0.11841867335240815	0.11841867335240815	0.11841867335240815	0.11841867335240815	0.11841867335240815	0.11841867335240815	0.11841867335240815	0.09843028913751331	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	0.085531352656020951	-0.86005568456598747	-0.86005568456598747	0.09444640327320665	0.09444640327320665	0.09444640327320665	0.09444640327320665	0.09444640327320665	0.09444640327320665	0.09444640327320665	0.09444640327320665	0.11443478748810149	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386	0.12733372396959386
238000	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.19350138035785805	0.84213299496695559	0.84213299496695559	0.12573901824724248	0.12573901824724248	0.12573901824724248	0.12573901824724248	0.12573901824724248	0.12573901824724248	0.12573901824724248	0.12573901824724248	0.12573901824724248	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	0.10970935438155513	-0.64863161460909757	-0.64863161460909757	0.067762362110615565	0.067762362110615565	0.067762362110615565	0.067762362110615565	0.067762362110615565	0.067762362110615565	0.067762362110615565	0.067762362110615565	0.067762362110615565	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292	0.08379202597630292
239000	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.2179713361407194	0.71798680881534138	0.71798680881534138	0.11042398554243374	0.11042398554243374	0.11042398554243374	0.11042398554243374	0.11042398554243374	0.11042398554243374	0.11042398554243374	0.11042398554243374	0.11042398554243374	0.11042398554243374	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	0.071151635825393272	-0.50001547267462199	-0.50001547267462199	0.10754735059828566	0.10754735059828566	0.10754735059828566	0.10754735059828566	0.10754735059828566	0.10754735059828566	0.10754735059828566	0.10754735059828566	0.10754735059828566	0.10754735059828566	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612	0.14681970031532612
240000	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.1794028066267134	0.98028893700823139	0.98028893700823139	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.12710154204466984	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	0.059689033050059327	-0.80088613038151801	-0.80088613038151801	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.052301264582043566	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408	0.11971377357665408
241000	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.21066193324497165	0.87099878590857327	0.87099878590857327	0.12598567236563957	0.12598567236563957	0.12598567236563957	0.12598567236563957	0.12598567236563957	0.12598567236563957	0.12598567236563957	0.12598567236563957	0.12598567236563957	0.12598567236563957	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	0.049088334422169179	-0.66033685266360165	-0.66033685266360165	0.084676260879332083	0.084676260879332083	0.084676260879332083	0.084676260879332083	0.084676260879332083	0.084676260879332083	0.084676260879332083	0.084676260879332083	0.084676260879332083	0.084676260879332083	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248	0.16157359882280248
242000	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.22908249254416435	0.12872296066732022	0.12872296066732022	0.12872296066732022	0.12872296066732022	0.12872296066732022	0.12872296066732022	0.12872296066732022	0.12872296066732022	0.25296838464626831	0.25296838464626831	0.25296838464626831	0.25296838464626831	0.3186965663282943	0.3186965663282943	0.3186965663282943	0.3186965663282943	0.3186965663282943	0.3186965663282943	0.3186965663282943	0.3186965663282943	0.83792895065653417	0.83792895065653417	0.11126026880769613	0.11126026880769613	0.11126026880769613	0.11126026880769613	0.11126026880769613	0.11126026880769613	0.11126026880769613	0.11126026880769613	0.11126026880769613	0.11126026880769613	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	0.058698146645454655	-0.60884645811236981	-0.60884645811236981	0.11782222373646822	0.11782222373646822	0.11782222373646822	0.11782222373646822	0.11782222373646822	0.11782222373646822	0.11782222373646822	0.11782222373646822	0.11782222373646822	0.11782222373646822	0.07002481402186557	0.07002481402186557	0.07002481402186557	0.07002481402186557	0.07002481402186557	0.07002481402186557	0.07002481402186557	0.07002481402186557	0.19427023800081367	0.19427023800081367	0.19427023800081367	0.19427023800081367	0.25999841968283965	0.25999841968283965	0.25999841968283965	0.25999841968283965	0.25999841968283965	0.25999841968283965	0.25999841968283965	0.25999841968283965
243000	0.20100623107617044	0.20100623107617044	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22969357619890649	0.22454533888441325	0.22454533888441325	0.22454533888441325	0.22454533888441325	0.22454533888441325	0.22454533888441325	0.22454533888441325	0.22454533888441325	0.22454533888441325	0.9792130189083208	0.9792130189083208	0.13181988700027597	0.13181988700027597	0.13181988700027597	0.13181988700027597	0.13181988700027597	0.13181988700027597	0.13181988700027597	0.13181988700027597	0.13181988700027597	0.13181988700027597	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	0.046419010817304734	-0.77820678783215036	-0.77820678783215036	0.097873689198630515	0.097873689198630515	0.097873689198630515	0.097873689198630515	0.097873689198630515	0.097873689198630515	0.097873689198630515	0.097873689198630515	0.097873689198630515	0.097873689198630515	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.18327456538160175	0.17812632806710851	0.17812632806710851	0.17812632806710851	0.17812632806710851	0.17812632806710851	0.17812632806710851	0.17812632806710851	0.17812632806710851	0.17812632806710851
244000	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	0.2188390804829142	1.2910794317113286	1.2910794317113286	0.15944206886138679	0.15944206886138679	0.15944206886138679	0.15944206886138679	0.15944206886138679	0.15944206886138679	0.15944206886138679	0.15944206886138679	0.15944206886138679	0.15944206886138679	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	0.053157130839657708	-1.0722403512284144	-1.0722403512284144	0.059397011621527412	0.059397011621527412	0.059397011621527412	0.059397011621527412	0.059397011621527412	0.059397011621527412	0.059397011621527412	0.059397011621527412	0.059397011621527412	0.059397011621527412	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565	0.1656819496432565
245000	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.23422974233777286	0.66624171186833958	0.66624171186833958	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.12189629585833527	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	0.03921336760272788	-0.43201196953056675	-0.43201196953056675	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.11233344647943759	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496	0.19501637473504496
246000	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.16149975246162943	0.91938445993101559	0.91938445993101559	0.15135416434164073	0.15135416434164073	0.15135416434164073	0.15135416434164073	0.15135416434164073	0.15135416434164073	0.15135416434164073	0.15135416434164073	0.15135416434164073	0.15135416434164073	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	0.049209609150711889	-0.75788470746938619	-0.75788470746938619	0.010145588119988697	0.010145588119988697	0.010145588119988697	0.010145588119988697	0.010145588119988697	0.010145588119988697	0.010145588119988697	0.010145588119988697	0.010145588119988697	0.010145588119988697	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754	0.11229014331091754
247000	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.26554168118029514	0.7798040737369154	0.7798040737369154	0.11395146074758537	0.11395146074758537	0.11395146074758537	0.11395146074758537	0.11395146074758537	0.11395146074758537	0.11395146074758537	0.11395146074758537	0.11395146074758537	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	0.08812697600510247	-0.51426239255662032	-0.51426239255662032	0.15159022043270975	0.15159022043270975	0.15159022043270975	0.15159022043270975	0.15159022043270975	0.15159022043270975	0.15159022043270975	0.15159022043270975	0.15159022043270975	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267	0.17741470517519267
248000	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.22286394506643833	0.93070315876969245	0.93070315876969245	0.11081104494806825	0.11081104494806825	0.11081104494806825	0.11081104494806825	0.11081104494806825	0.11081104494806825	0.11081104494806825	0.11081104494806825	0.11081104494806825	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	0.09123581384731265	-0.70783921370325409	-0.70783921370325409	0.11205290011837009	0.11205290011837009	0.11205290011837009	0.11205290011837009	0.11205290011837009	0.11205290011837009	0.11205290011837009	0.11205290011837009	0.11205290011837009	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257	0.1316281312191257
249000	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.21039065500308762	0.7252965700393621	0.7252965700393621	0.14244339067015926	0.14244339067015926	0.14244339067015926	0.14244339067015926	0.14244339067015926	0.14244339067015926	0.14244339067015926	0.14244339067015926	0.14244339067015926	0.14244339067015926	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	0.050192272556030745	-0.51490591503627448	-0.51490591503627448	0.067947264332928359	0.067947264332928359	0.067947264332928359	0.067947264332928359	0.067947264332928359	0.067947264332928359	0.067947264332928359	0.067947264332928359	0.067947264332928359	0.067947264332928359	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686	0.16019838244705686
